enterprise_id,treatment_285,ent_running,Gender,BlockCode,_weight,age_entrepreneur,CIBILscore,NumberofHouseholdmembers,HighestEducation,Religion,Community,MaritalStatus,OwnRentedHouse,TypeofDwelling,CAPBeneficiary,Typeofownership,Existingbusiness,Category_of_enterprise,Vehicle,Water,Equipmentavailability,Skilledlaboravailability,ECP_Score,HouseholdIncome
e_2855,1,1,Male,B071,1,36,650 to 750,1,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,40000,Available,No,Yes,55,480000
e_2856,1,1,Male,B032,1,27,-1 to 0,5,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Unmarried,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,ORANGE,50000,Available,No,Yes,60,2855000
e_2858,1,1,Male,B075,1,38,650 to 750,1,Graduate,Hindu,SC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,75000,Available,No,Yes,55,132000
e_2859,1,1,Female,B074,1,39,750 to 900,3,Primary - 1st to 5th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,ORANGE,40000,Available,No,Yes,45,45000
e_2860,1,1,Male,B057,1,41,650 to 750,1,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,0,Available,No,Yes,50,9000
e_2861,1,1,Female,B005,1,36,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,GREEN,45432,Available,No,Yes,60,120000
e_2862,1,1,Female,B071,1,24,-1 to 0,2,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,30000,Available,No,Yes,45,300000
e_2865,1,1,Female,B104,1,27,650 to 750,2,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,100000,Available,No,Yes,55,300000
e_2867,1,1,Male,B021,1,38,-1 to 0,3,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,ORANGE,100000,Available,No,Yes,55,370000
e_2870,1,1,Female,B039,1,39,-1 to 0,1,Senior Secondary - 11th to 12th  ,Muslim,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,ORANGE,10000,Available,No,Yes,45,72500
e_2873,1,1,Male,B069,1,28,750 to 900,2,ITI,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,60,350000
e_2874,1,1,Male,B115,1,26,650 to 750,4,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,50000,Available,Yes,Yes,55,350000
e_288,0,0,Male,B077,,24,650 to 750,3,Graduate,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,No,Yes,55,60000
e_2885,1,1,Female,B081,1,30,650 to 750,2,Graduate,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,New,GREEN,150000,Available,No,Yes,55,40000
e_2888,1,1,Female,B073,1,43,750 to 900,2,Primary - 1st to 5th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,Yes,Yes,35,180000
e_289,0,1,Male,B005,,41,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,37000,Available,No,Yes,60,175000
e_2891,1,1,Female,B118,1,30,-1 to 0,1,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,45,300000
e_2894,1,1,Female,B086,1,21,550 to 650,1,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,0,Available,No,Yes,55,330000
e_2896,1,1,Female,B081,1,37,-1 to 0,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,200000,Available,Yes,Yes,50,320000
e_290,0,1,Male,B117,2,31,650 to 750,1,Diploma,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,35432,Available,No,Yes,55,100000
e_2900,1,1,Male,B049,1,42,650 to 750,1,Middle-   6th to 7th Standard,Hindu,SC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,New,ORANGE,0,Available,Yes,Yes,60,147000
e_2901,1,1,Male,B086,1,36,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,130000,Available,No,Yes,50,800000
e_2904,1,1,Female,B035,1,31,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,200000,Available,No,Yes,50,180000
e_2905,1,1,Female,B094,1,27,650 to 750,2,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,15000,Available,No,Yes,55,116000
e_2906,1,1,Female,B064,1,36,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,150000,Available,No,Yes,50,480000
e_2907,1,1,Male,B056,1,44,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,60,10000
e_291,0,1,Male,B093,2,32,650 to 750,1,Diploma,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,100000,Available,No,Yes,55,72000
e_2910,1,1,Female,B071,1,32,650 to 750,3,Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,ORANGE,0,Available,No,Yes,55,120000
e_2911,1,1,Male,B044,1,28,650 to 750,1,Diploma,Hindu,SC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,60000,Available,Yes,Yes,40,1080000
e_2912,1,1,Female,B049,1,22,650 to 750,1,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,100000,Available,Yes,Yes,50,200000
e_2913,1,1,Female,B111,1,33,-1 to 0,1,Post Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,75000,Available,No,Yes,55,40000
e_2915,1,1,Female,B113,1,27,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,50000,Available,Yes,Yes,45,120000
e_292,0,1,Female,B104,1,27,-1 to 0,1,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,400000,Available,No,Yes,60,50000
e_2920,1,1,Male,B071,1,25,650 to 750,1,Graduate,Hindu,MBC/DNC,Unmarried,Own,Kutcha House,Yes,Individual/Sole Proprietary,New,GREEN,0,Available,No,No,55,40000
e_2921,1,1,Male,B015,1,39,650 to 750,2,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,80000,Available,Yes,Yes,50,190000
e_2922,1,1,Male,B074,1,34,750 to 900,2,Secondary - 8th to 10th Standard,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,1000000,Not Available,No,Yes,35,8000
e_2923,1,1,Female,B022,1,40,550 to 650,4,Diploma,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,50,288000
e_2924,1,1,Female,B071,1,37,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,0,Available,No,Yes,55,72000
e_2925,1,1,Female,B118,1,44,650 to 750,2,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,0,Available,No,Yes,40,34000
e_293,0,0,Male,B052,2,22,650 to 750,1,Diploma,Hindu,SC,Unmarried,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,60000,Available,No,Yes,60,510000
e_2930,1,1,Female,B086,1,29,550 to 650,2,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,150000,Not Available,No,Yes,55,288500
e_2938,1,1,Female,B015,1,29,650 to 750,2,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,50000,Available,Yes,Yes,55,30000
e_2939,1,1,Male,B021,1,39,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,Yes,Partnership,New,GREEN,100000,Available,No,No,40,6000
e_294,0,0,Female,B117,3,24,550 to 650,3,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,35000,Available,No,Yes,50,110000
e_2943,1,1,Female,B086,1,32,550 to 650,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,70000,Available,No,Yes,50,116000
e_2944,1,1,Female,B101,1,36,650 to 750,1,Post Graduate,Hindu,MBC/DNC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,55432,Available,No,Yes,45,120000
e_2945,1,1,Female,B071,1,44,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,30000,Available,No,No,55,200000
e_2947,1,1,Female,B005,1,36,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,35000,Available,No,Yes,45,360000
e_2949,1,1,Female,B068,1,37,750 to 900,3,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,50000,Available,No,Yes,50,700000
e_295,0,1,Male,B045,,41,650 to 750,1,Middle-   6th to 7th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,ORANGE,50000,Available,No,Yes,55,60000
e_2955,1,1,Female,B007,1,41,750 to 900,3,Middle-   6th to 7th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,35000,Available,No,Yes,55,40000
e_2957,1,1,Female,B043,1,33,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,10000,Available,No,Yes,45,240000
e_2961,1,1,Male,B103,1,45,750 to 900,1,Primary - 1st to 5th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,50000,Available,No,Yes,50,25000
e_2962,1,1,Female,B026,1,33,-1 to 0,1,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,58000,Available,No,Yes,40,100000
e_2964,1,1,Female,B012,1,29,750 to 900,3,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,30000,Available,No,Yes,60,45000
e_2966,1,1,Male,B086,1,44,750 to 900,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,200000,Available,No,Yes,55,260000
e_2967,1,1,Female,B039,1,38,750 to 900,3,Graduate,Hindu,Others,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,GREEN,40000,Available,No,Yes,50,210000
e_2968,1,1,Male,B103,1,27,650 to 750,2,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,New,ORANGE,50000,Available,No,Yes,50,180000
e_2969,1,1,Female,B024,1,28,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,95000,Available,Yes,Yes,55,15000
e_297,0,0,Male,B035,1,43,550 to 650,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,90000,Available,No,Yes,50,35000
e_2970,1,1,Female,B067,1,42,750 to 900,2,Primary - 1st to 5th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,90000,Available,No,Yes,50,120000
e_2971,1,1,Male,B115,1,30,650 to 750,1,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,90000,Available,No,Yes,60,230000
e_2974,1,1,Female,B110,1,33,650 to 750,3,Post Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,45000,Available,No,Yes,45,137000
e_2977,1,1,Male,B063,1,38,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,ORANGE,100000,Available,No,Yes,55,170000
e_2980,1,1,Female,B111,1,22,-1 to 0,1,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,35,65000
e_2981,1,1,Female,B110,1,25,650 to 750,3,Graduate,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,150000,Available,No,Yes,40,185000
e_2984,1,1,Male,B086,1,22,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Not Available,No,Yes,55,372000
e_2985,1,1,Female,B071,1,41,650 to 750,1,Primary - 1st to 5th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,20000,Available,No,Yes,50,82000
e_2986,1,1,Female,B100,1,39,300 to 550,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,55,400000
e_2989,1,1,Male,B001,1,31,650 to 750,2,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,45,72000
e_299,0,0,Female,B069,,33,750 to 900,1,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,30000,Available,No,Yes,50,300000
e_2990,1,1,Female,B061,1,26,650 to 750,2,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,80000,Available,No,No,45,100000
e_2991,1,1,Female,B014,1,38,650 to 750,3,Middle-   6th to 7th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,200000,Available,No,Yes,50,700000
e_2992,1,1,Male,B076,1,32,650 to 750,1,Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,45,72000
e_2994,1,1,Male,B023,1,22,750 to 900,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Unmarried,Rent,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,50,66000
e_2995,1,1,Female,B115,1,34,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,50000,Available,Yes,Yes,40,250000
e_2996,1,1,Male,B052,1,24,650 to 750,1,Graduate,Hindu,SC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,60000,Available,Yes,Yes,55,185000
e_2997,1,1,Male,B092,1,42,-1 to 0,1,ITI,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,50,35000
e_2998,1,1,Female,B064,1,33,650 to 750,3,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,0,Available,Yes,Yes,55,300000
e_2999,1,1,Male,B066,1,42,550 to 650,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,No,Yes,60,30000
e_3,0,0,Male,B115,3,25,650 to 750,1,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,150000,Available,No,Yes,55,25000
e_30,0,0,Female,B110,,24,550 to 650,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,25000,Available,No,Yes,40,76000
e_300,0,0,Female,B113,1,44,750 to 900,1,Primary - 1st to 5th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,GREEN,40000,Available,No,Yes,60,845000
e_3002,1,1,Male,B075,1,24,650 to 750,1,Post Graduate,Hindu,MBC/DNC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,55432,Available,No,Yes,35,72000
e_3003,1,1,Female,B067,1,26,650 to 750,2,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,87500,Available,Yes,Yes,40,320000
e_3006,1,1,Male,B039,1,26,750 to 900,1,Graduate,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,450000,Available,No,Yes,50,0
e_3009,1,1,Male,B004,1,22,650 to 750,3,Graduate,Hindu,BC,Unmarried,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,55,190000
e_3010,1,1,Male,B051,1,23,650 to 750,2,Diploma,Hindu,MBC/DNC,Unmarried,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,25000,Available,No,Yes,45,120000
e_3011,1,1,Male,B004,1,24,750 to 900,2,Post Graduate,Hindu,SC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,55,150000
e_3013,1,1,Male,B037,1,31,650 to 750,1,Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,200000,Available,No,Yes,35,70000
e_302,0,1,Male,B087,,31,650 to 750,1,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,50000,Available,No,Yes,55,80000
e_3022,1,1,Male,B082,1,35,650 to 750,2,Graduate,Hindu,MBC/DNC,Unmarried,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Not Available,No,Yes,40,150000
e_3031,1,1,Female,B117,1,34,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,ORANGE,35250,Available,No,Yes,55,100000
e_3033,1,1,Female,B038,1,36,750 to 900,1,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,120000,Available,Yes,Yes,55,800000
e_3034,1,1,Male,B015,1,34,750 to 900,4,Graduate,Hindu,MBC/DNC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,40000,Available,Yes,Yes,50,15500
e_3035,1,1,Female,B024,1,31,650 to 750,3,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,70000,Available,No,Yes,60,130000
e_3036,1,1,Male,B067,1,31,650 to 750,3,Graduate,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,100000,Available,Yes,Yes,50,8000
e_3037,1,1,Female,B006,1,26,650 to 750,2,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,60000,Available,No,Yes,55,200000
e_3041,1,1,Female,B076,1,22,-1 to 0,1,Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,95000,Available,No,Yes,60,227000
e_3043,1,1,Male,B005,1,28,650 to 750,1,Diploma,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,35350,Available,No,Yes,60,175000
e_3049,1,1,Female,B114,1,37,-1 to 0,3,Primary - 1st to 5th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,150000,Available,No,Yes,60,52400
e_305,0,1,Male,B075,,40,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,25000,Available,No,Yes,50,146000
e_3050,1,1,Female,B003,1,25,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,150000,Available,No,Yes,55,340000
e_3053,1,1,Female,B075,1,42,650 to 750,1,Middle-   6th to 7th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,85000,Available,No,Yes,45,35000
e_3058,1,1,Female,B106,1,31,750 to 900,1,Post Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,200000,Available,No,Yes,55,300000
e_306,0,1,Male,B088,,39,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,50000,Not Available,No,Yes,45,150000
e_3060,1,1,Female,B085,1,32,650 to 750,2,Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,55,224000
e_3061,1,1,Female,B005,1,39,650 to 750,1,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,37500,Available,No,Yes,55,20000
e_3062,1,1,Female,B037,1,29,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,85000,Available,No,Yes,40,15000
e_3063,1,1,Female,B082,1,32,750 to 900,3,Diploma,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,100000,Available,Yes,Yes,40,860000
e_3064,1,1,Male,B037,1,32,650 to 750,1,ITI,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,85000,Available,No,Yes,55,230000
e_3067,1,1,Male,B008,1,23,-1 to 0,3,Graduate,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,50000,Available,Yes,Yes,55,440000
e_3068,1,1,Female,B117,1,35,650 to 750,1,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,35000,Available,No,Yes,50,62000
e_3070,1,1,Male,B056,1,37,650 to 750,1,Middle-   6th to 7th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,75000,Available,No,Yes,45,155000
e_3071,1,1,Male,B015,1,30,650 to 750,4,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,50000,Available,Yes,Yes,55,51000
e_3073,1,1,Female,B117,1,45,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,ORANGE,85000,Available,No,Yes,50,58000
e_3075,1,0,Male,B038,1,39,650 to 750,1,Primary - 1st to 5th Standard,Hindu,BC,Married,Rent,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,No,Yes,50,200000
e_3077,1,1,Female,B029,1,28,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,GREEN,40000,Available,No,Yes,55,10000
e_308,0,1,Female,B030,1,40,-1 to 0,3,Primary - 1st to 5th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,30000,Available,No,Yes,55,264000
e_3080,1,1,Male,B068,1,41,750 to 900,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,500000,Available,No,Yes,60,8000
e_3082,1,1,Male,B034,1,28,750 to 900,3,Diploma,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,40000,Available,No,Yes,50,100000
e_3083,1,1,Female,B075,1,33,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,GREEN,50432,Not Available,No,Yes,40,20000
e_3084,1,1,Male,B111,1,44,650 to 750,4,Diploma,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,50,520000
e_3086,1,1,Female,B032,1,30,750 to 900,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,New,GREEN,100000,Available,No,Yes,55,135000
e_3088,1,1,Female,B095,1,39,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,80000,Available,Yes,Yes,45,204500
e_3089,1,1,Female,B063,1,39,-1 to 0,1,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Divorce,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,55,200000
e_309,0,1,Female,B012,1,42,650 to 750,4,Middle-   6th to 7th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,70000,Available,No,Yes,60,182000
e_3091,1,1,Female,B032,1,28,750 to 900,1,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,GREEN,170000,Available,No,Yes,60,135000
e_3092,1,1,Male,B104,1,26,650 to 750,3,Graduate,Hindu,SC,Unmarried,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,100000,Available,Yes,Yes,40,130000
e_3093,1,1,Male,B095,1,26,650 to 750,1,Graduate,Hindu,BC,Unmarried,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,GREEN,80000,Available,Yes,Yes,60,100000
e_3096,1,1,Male,B041,1,30,650 to 750,4,Graduate,Hindu,SC,Unmarried,Own,Kutcha House,No,Partnership,New,GREEN,100000,Available,Yes,Yes,55,120000
e_3098,1,1,Male,B111,1,28,-1 to 0,4,Diploma,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,No,Yes,45,345000
e_3099,1,1,Male,B058,1,37,650 to 750,3,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,1000000,Available,No,Yes,45,33000
e_31,0,1,Male,B120,,25,-1 to 0,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,550000,Available,No,Yes,50,90000
e_3101,1,1,Male,B008,1,27,650 to 750,2,Diploma,Christian,MBC/DNC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,New,ORANGE,25000,Available,Yes,Yes,45,10000
